"actor_1_facebook_likes","actor_2_facebook_likes","actor_3_facebook_likes","director_facebook_likes","duration","budget","imdb_score","title_year","facenumber_in_poster","movie_facebook_likes","cast_total_facebook_likes","num_critic_for_reviews"
746,333,70,54,141,5e+06,6.2,1959,2,270,1332,14
729,706,355,89,92,5e+06,3.5,2016,4,11000,2848,59
849,578,409,1000,99,8e+06,6.1,2009,1,738,2269,45
998,164,99,57,79,8e+05,6.6,1932,1,213,1284,42
927,509,503,23,96,5e+06,4.5,2016,6,740,3552,12
93,45,44,99,82,5e+06,5.9,2000,0,207,315,29
3000,835,797,12,92,5e+06,6.9,2004,5,0,5668,121
150,28,21,66,112,6e+06,7.7,2003,2,0,253,135
559,249,136,44,106,5e+06,6.6,1976,10,672,1199,27
847,591,560,23,90,5e+06,5.3,2001,4,327,3004,56
11000,794,576,82,126,5e+06,6.3,1978,2,729,13591,22
859,448,448,3,150,5e+06,7,1989,1,0,3942,59
1000,778,572,84,91,5e+06,6.6,1998,0,462,2691,60
973,423,392,0,145,5e+06,8.6,1968,1,10000,2589,164
4000,585,334,4000,95,5e+06,6.4,2001,2,393,5245,81
18000,572,372,0,97,5e+06,7.9,2009,0,47000,19404,415
55,0,0,0,41,5e+06,6.9,2010,0,89,55,7
990,900,395,460,112,5e+06,7.7,1997,0,920,2820,120
186,135,32,22,122,4e+06,7.2,2010,0,0,416,195
25000,579,39,19,110,5e+06,6.8,2008,0,0,25676,109
922,162,83,3,87,5e+06,6.2,1982,0,323,1324,21
14000,433,88,0,108,5e+06,7.4,1994,2,0,14574,93
4000,849,473,35,121,5e+06,4.6,2015,0,0,6617,12
8000,981,939,7,97,5e+06,6.4,2010,1,0,10517,155
624,385,102,52,116,5e+06,7,1998,2,507,1209,81
23000,1000,360,122,94,5e+06,7.7,2004,0,21000,24994,204
722,280,145,261,103,5e+06,6.8,1992,0,247,1201,19
10000,963,688,52,112,5e+06,7,2014,1,13000,12897,163
967,289,192,263,91,5e+06,7,2010,0,0,1582,248
3000,971,600,13,98,5e+06,6.3,2003,1,0,5185,39
727,442,233,57,95,5e+06,7.1,2015,0,10000,1836,322
740,625,276,0,88,5e+06,5.6,2006,0,255,1665,50
578,435,361,0,99,5e+06,4.4,2014,0,0,3382,12
387,96,65,0,91,7e+06,7.1,1996,0,0,648,83
10000,1000,977,18000,97,5e+06,6.1,1996,3,225,13718,37
311,59,51,0,94,2200000,7.2,1980,1,274,498,24
3000,1000,940,6,90,5e+06,7.3,2008,0,777,4987,27
197,116,100,5,95,3209000,6.2,1947,1,44,538,9
1000,697,697,204,90,2e+06,6.2,1998,3,69,3207,31
889,680,383,3,95,5e+06,4.6,2004,0,174,2984,35
343,29,15,0,90,5e+06,6.2,2007,0,559,408,133
811,522,227,34,103,5e+06,3.3,2004,0,40,1789,13
46,21,14,110,91,5e+06,4.2,2015,0,0,117,56
331,93,78,57,102,5e+06,7.2,2011,0,0,526,191
570,337,141,46,92,2500000,6.2,2008,0,639,1258,80
866,738,686,65,87,5e+06,6.1,2009,1,887,3724,19
745,508,394,0,105,5e+06,7.5,2014,1,0,1986,44
979,732,388,0,67,1e+07,6.7,2014,2,165,2509,3
12000,316,179,261,94,5e+06,4.4,2014,1,0,12676,64
1000,266,126,3,109,5e+06,4.4,2014,3,190,1681,8
1000,849,826,0,130,5e+06,6.8,1977,0,2000,5191,64
40000,3000,1000,0,88,5e+06,4.8,2016,7,0,46115,35
61,12,4,44,113,84450000,7.4,2006,1,1000,92,99
595,486,269,766,99,4e+06,7.3,2009,3,0,1519,115
3000,324,263,0,148,890000,8,1996,0,0,3967,104
874,579,537,58,107,3e+06,6.5,2011,1,10000,2363,195
1000,1000,581,0,93,4800000,5.9,2005,0,0,2990,303
1000,887,427,187,94,2800000,6.8,2005,0,750,3690,122
982,463,41,337,121,5e+06,7.4,2011,0,14000,1520,359
968,733,339,7,118,4700000,6.7,1988,0,0,2545,130
927,833,316,0,82,5e+06,5.4,2014,2,0,2469,13
237,28,14,365,101,4700000,5.5,1986,3,0,302,159
773,476,372,541,106,4638783,7.4,1973,0,0,2409,54
33000,1000,428,0,90,4800000,5.7,2013,1,30000,34779,440
571,345,329,20,87,4700000,3.2,2011,6,491,2006,4
584,580,413,0,89,5e+06,5.3,2007,2,31,2668,8
74,52,9,3,100,4600000,7.2,2010,1,0,143,87
943,480,140,4,92,4700000,6.2,2013,1,199,1795,10
13000,1000,577,4,97,4600000,5.9,2007,1,0,15093,121
801,760,542,37,96,4500000,6.7,1984,0,0,3113,45
1000,511,83,116,104,4500000,5.7,1980,0,0,1662,36
1000,398,239,179,117,4500000,7.1,1994,4,0,1862,84
1000,901,811,143,90,4500000,7.2,1982,1,0,5002,118
232,169,68,1000,115,4500000,7.4,1956,0,0,588,42
22000,3000,346,0,108,1.5e+07,7.7,2002,0,0,26050,202
3000,441,126,0,109,4500000,7.4,1996,0,2000,3668,120
1000,1000,167,0,102,4500000,8.4,2000,0,38000,2235,234
341,26,4,98,115,7e+08,7.2,1998,3,539,371,35
854,652,491,0,122,4500000,7.5,1986,0,1000,2762,48
15000,933,701,219,133,4500000,8.1,2001,1,33000,17040,283
25,20,3,4,122,4500000,7.8,1997,1,689,48,54
835,601,391,68,106,2e+06,6.8,2002,0,3000,2110,92
717,126,38,0,112,4.2e+09,7.7,2005,0,4000,907,202
26000,1000,798,0,99,2500000,6.5,2001,1,0,29325,54
155,96,76,143,110,3.5e+07,7.3,2006,0,528,398,98
14000,1000,329,0,104,4500000,5.9,2009,1,7000,15860,138
888,721,425,869,133,4400000,8.7,1975,0,32000,2176,149
19000,570,212,358,85,4400000,5.9,2015,3,224,20397,5
898,842,753,0,87,4400000,6.7,1976,0,629,2951,39
85,26,12,6,130,4400000,8.5,2016,1,10000,151,39
2000,298,261,249,103,4500000,5.8,2014,1,0,3089,29
2000,1000,422,63,112,3e+06,6.1,2012,4,0,4810,111
446,20,8,51,101,6e+06,7.6,2002,1,0,497,149
464,374,106,12,133,1.5e+08,7.2,2009,0,504,1045,12
29,9,7,0,112,4500000,6.2,2009,0,2000,61,64
20000,559,394,456,111,1.5e+08,5.8,2015,4,24000,21404,256
755,632,578,197,98,4200000,5.2,2006,0,0,2553,57
114,28,16,335,104,4200000,6.5,2004,0,0,206,232
1000,530,327,277,112,2300000,7.3,1992,0,0,2412,63
110,95,95,84,94,4e+06,6.2,1981,0,0,582,75
648,529,231,0,90,4e+06,5,2009,0,0,1951,274
125,108,56,0,96,114000,8,1968,5,0,403,284
19000,13000,11,0,101,4e+06,7.8,2003,0,17000,32015,265
11000,636,629,11000,93,4e+06,8.1,1977,0,0,12691,154
232,178,132,309,152,4e+06,6.7,1952,0,625,825,44
23000,892,748,0,150,1.4e+08,6.1,2014,0,51000,26489,314
13000,595,80,395,112,4e+06,7.1,2001,1,0,13707,153
584,430,428,9,95,8500000,5.6,2015,2,22000,1885,256
12000,898,687,81,111,3600000,7.6,1995,0,0,14823,123
707,619,555,2,86,4500000,4.3,2013,0,0,2634,46
431,426,358,228,108,4e+06,7.3,1985,0,0,2020,203
597,222,116,0,105,4e+06,7.3,1974,2,661,1218,34
3000,465,326,357,91,4e+06,4.6,2015,1,8000,4807,149
746,119,69,82,105,4e+06,6.8,1956,0,283,986,20
14000,3000,712,450,106,3500000,7.1,2010,1,16000,18645,323
355,151,133,0,93,4e+06,7.3,1988,0,27000,837,172
773,742,145,120,172,4e+06,8.3,1963,0,8000,1785,111
45000,541,400,8,93,5e+06,4,2013,0,0,46868,161
230,193,127,0,165,4e+06,8,2014,0,92000,673,548
19000,427,405,11000,96,4e+06,6.7,2006,0,0,20132,177
1000,658,567,13000,119,1e+08,5.7,2001,0,0,2776,230
522,231,69,69,93,4e+06,4.6,2001,2,842,955,27
939,706,585,69,82,6e+06,4,2000,1,118,3354,22
658,636,407,47,101,3200000,7,2003,1,762,3086,157
862,403,268,1000,120,4e+06,7.4,1961,2,0,1652,70
49000,780,710,5,81,4e+06,5.9,2006,0,576,50831,125
798,374,255,0,107,2.5e+07,4.8,2010,2,0,2537,160
382,273,143,171,105,3400000,7.5,2007,0,11000,954,300
986,713,511,89,86,4e+06,4.7,2014,2,0,4073,69
16000,977,968,675,110,4e+06,6.7,2002,2,0,19928,143
204,187,148,13000,127,4e+06,6.3,1969,0,414,753,50
4000,975,960,99,110,4e+06,6.7,1995,6,0,7921,51
769,413,296,30,104,4e+06,7.1,2002,1,15000,2251,163
960,12,0,2,96,8e+06,2.7,2003,1,131,972,52
721,246,237,0,110,4e+06,7.3,1988,0,816,1966,40
925,729,611,378,84,4e+06,7.6,1996,0,0,3559,50
834,625,545,24,94,4e+06,5.8,1999,3,309,2662,45
497,113,90,131,93,4e+06,6.5,2007,1,830,776,121
730,394,71,101,96,4e+06,6.6,2005,0,708,1208,114
1000,947,939,0,88,4e+06,6.2,2011,0,16000,4777,270
420,291,161,21,101,4e+06,6.9,2005,0,0,1215,116
48,0,0,330,102,4e+06,8.5,2011,0,26000,48,115
721,576,324,101,87,4e+06,4.8,1987,0,550,1700,15
1000,1000,842,5,103,4500000,5.7,2015,0,987,3408,35
979,665,444,60,99,4e+06,7,2002,4,872,3130,41
2000,811,687,81,106,4e+06,5.4,1999,0,111,4343,31
12000,1000,221,234,117,4e+06,6.9,2013,2,11000,13607,232
419,254,159,13,99,3e+06,6.6,1997,3,167,975,43
10000,633,195,212,102,1300000,5.9,1987,0,314,11083,68
945,774,209,0,85,1500000,6.3,2000,1,614,2282,51
759,638,428,8,86,4e+06,6.3,1999,1,182,2805,33
623,85,69,45,120,4e+06,7.7,2013,0,0,824,26
617,163,67,0,106,9500000,7,2010,0,10000,916,109
736,450,70,272,103,1.4e+07,6.3,2000,4,132,1403,34
578,29,15,12,93,2500000,5.9,1998,1,108,643,31
18000,6000,748,105,112,1.6e+07,6.2,2013,0,0,25269,141
4000,575,476,137,100,4e+06,5,1998,0,98,5796,19
331,27,9,58,113,4e+06,7.7,2002,1,0,387,64
530,238,65,53,98,650000,6.5,2010,1,0,1038,215
18000,759,599,19,92,4e+06,5.8,1997,1,161,20135,12
585,29,9,19,106,4e+06,6.1,2014,2,278,629,70
3000,3000,2000,8,119,4e+06,6,2011,4,798,10984,46
762,706,641,7,99,4e+06,6.3,2011,1,0,2631,135
114,45,22,0,120,4e+06,7.5,2013,0,282,183,8
713,649,69,0,168,4e+06,7.6,1972,0,0,1541,34
223,11,5,55,93,4e+06,5.2,2012,3,657,242,36
431,12,4,177,96,3950000,7.8,1930,1,279,457,35
650,536,183,0,103,4e+06,6.6,2007,5,296,1585,6
763,637,359,21,93,4e+06,4.7,2016,2,0,2651,39
166,134,104,548,81,4e+06,4.2,2012,0,531,609,14
637,346,271,4,84,4e+06,6.3,2012,2,170,1932,3
544,476,111,103,94,4e+06,4.7,2014,1,365,1150,3
11000,744,635,335,141,1e+08,6,2016,2,0,13391,1
559,269,94,160,120,2e+06,7.9,1966,0,2000,1238,62
3000,977,682,0,121,3800000,8.1,1976,0,17000,5987,161
503,384,248,149,226,3977000,8.2,1939,1,16000,1862,157
507,236,196,10,104,4e+06,6,2014,0,0,1281,31
773,575,288,541,152,3800000,6.8,1965,2,251,2888,53
277,244,83,24,107,3768785,7,1950,0,456,731,21
119,69,24,6,115,8e+06,7.5,2005,1,385,222,42
963,654,388,89,95,3500000,6.8,2009,0,0,2658,78
89,78,48,136,102,3700000,7.1,1948,0,359,282,41
117,64,64,29,99,3800000,6.9,2009,2,0,298,61
3000,796,480,13,109,2e+06,6.9,2006,0,0,5977,112
14000,902,767,174,113,3e+07,6.9,2011,3,29000,17151,349
183,89,77,154,113,3600000,7.9,1969,2,0,465,88
1000,891,121,11,91,3500000,7.2,1997,3,0,2323,122
628,575,318,104,88,3500000,7.8,1980,0,16000,2726,134
2000,872,6,2,88,5e+06,3.5,2015,3,358,2886,11
826,723,624,473,97,3500000,7.3,1995,1,8000,3455,20
851,582,556,117,97,3500000,7.5,1993,2,0,3036,28
3000,273,178,10,85,3500000,6,1987,0,1000,3617,95
575,372,242,541,121,3716946,7.3,1970,2,357,1970,31
255,220,188,174,134,3500000,8,1967,1,0,970,79
157,139,75,160,149,3500000,7.6,1959,0,930,646,25
606,481,367,22,121,3500000,7,1966,1,470,2402,22
195,146,118,13000,116,2e+06,7.5,1972,0,0,771,110
648,191,159,22,92,3500000,6.8,2015,0,43000,1122,425
625,118,78,0,93,3500000,3.9,1998,2,280,987,19
385,356,111,0,96,3500000,6.1,1996,2,453,995,43
3000,258,248,386,105,3500000,7.5,1998,2,0,4238,127
827,88,50,195,129,2e+06,8.2,2009,0,33000,1044,262
1000,177,83,0,87,3500000,7.2,1985,1,3000,1592,184
634,328,199,0,37,3600000,7.8,1987,0,0,1347,252
560,555,542,0,81,3e+06,5.2,2001,0,0,2238,31
984,697,689,48,97,1e+06,3.3,2013,0,93000,3075,139
174,16,10,22,106,3500000,6.8,1998,0,140,222,39
29,4,4,12,103,19900000,7,2010,0,38000,44,337
827,729,681,0,101,3500000,6.5,2006,3,360,3574,30
622,591,536,82,102,6.8e+07,5.7,2012,4,15000,2486,265
11000,8000,405,9,98,3500000,6.4,2005,4,414,20009,50
4000,756,660,23,91,3500000,5.3,2004,3,1000,6380,50
426,294,131,28,105,3500000,4.7,2016,0,0,1043,9
368,168,31,0,98,3500000,6.1,2008,0,127,668,15
922,893,467,6,104,1e+06,5.5,1998,6,18,2406,5
708,574,460,0,96,3500000,4.8,2009,0,211,2307,4
2000,774,739,41,148,3500000,8.4,2013,0,5000,5526,44
21,3,0,117,100,3500000,7,2015,0,121,24,6
603,145,50,892,86,3500000,3.3,2014,1,721,854,17
2000,660,597,14,92,3500000,5.4,2014,2,482,3854,7
795,535,322,19,88,3500000,4.8,2014,0,570,2497,9
1000,53,37,0,90,3440000,3.1,2014,1,606,1183,3
1000,628,605,0,94,3400000,6.7,1977,0,0,2861,55
11000,108,34,10,80,8e+06,7.6,2005,0,0,11218,169
18000,2000,969,78,107,3500000,7.1,2011,8,21000,22834,290
1000,585,539,0,92,3e+06,6.5,2008,0,0,3608,159
24000,970,535,141,107,3300000,8.5,2014,0,129000,26495,535
1000,69,40,353,135,3300000,8.7,2002,0,28000,1211,214
798,472,78,8,99,2200000,7.1,1999,2,0,1430,47
632,144,80,19,102,3400000,6.6,2012,7,0,1011,17
74,69,26,346,115,3800000,8.3,2012,1,60000,216,349
662,577,378,84,94,4e+06,8.1,1983,0,18000,2076,109
625,464,377,38,91,3300000,7.4,2006,0,0,2747,60
595,251,129,73,98,4300000,6.6,1982,4,934,1105,101
756,521,491,246,97,3300000,4.5,2014,5,0,3717,1
631,443,405,4,92,2e+06,6.4,1999,0,100,2020,16
917,563,449,2000,136,2300000,8,1968,0,13000,2997,215
756,423,332,673,113,3200000,8.1,1962,1,0,2693,107
280,11,6,13,101,3e+06,7.5,2004,0,0,308,155
1000,394,157,101,105,3200000,7.2,2010,4,15000,2016,261
164000,2000,898,38,95,3200000,6.4,2005,0,0,170118,130
1000,783,559,644,109,3e+06,7.6,1978,6,0,3468,94
387,202,177,82,110,3e+06,7.8,1964,2,0,1198,164
691,480,463,43,108,3200000,5.7,2012,0,0,1962,188
488,275,248,964,118,3180000,8.6,1946,0,41000,1844,206
2000,887,557,0,94,3500000,8.2,1996,4,21000,3559,134
1000,436,360,0,115,3e+06,6.6,2000,0,290,1964,53
438,332,189,21,98,3e+06,5.7,2010,0,14000,1081,264
773,588,482,52,91,3e+06,7.4,1998,0,0,1965,94
909,504,184,909,120,4e+06,8,2002,2,4000,1779,215
426,359,217,28,87,2200000,5.4,1985,0,0,1472,138
687,443,249,133,117,3e+06,7.4,1985,0,0,1665,55
942,810,535,65,85,3e+06,5.7,2013,0,31000,3708,361
1000,419,412,301,110,3e+06,6.8,2012,0,58000,2239,411
71,65,12,9,113,3e+06,5.4,2002,1,63,159,24
253,197,110,174,108,3e+06,8.1,1958,0,0,649,70
220,162,158,57,95,3e+06,6.1,1970,0,0,1186,78
2000,970,693,188,98,3e+06,5.1,1997,0,902,4277,35
88,82,49,8,93,1.6e+07,5.6,2000,0,38,373,39
956,316,155,41,86,3e+06,5.9,1986,0,0,1862,158
682,119,87,767,161,3e+06,8.2,1957,2,0,1035,122
610,232,175,32,100,3e+06,5.3,1990,1,710,1441,16
897,844,416,13000,120,4490375,6.8,1976,1,609,2811,67
516,417,180,0,125,3e+06,8.3,1960,2,0,1328,183
935,805,307,18,91,2500000,4.3,1993,0,949,2899,112
18,16,14,13000,128,6e+06,6.7,1966,1,933,70,64
989,744,220,1000,100,3e+06,7.2,2005,0,635,2165,114
685,178,77,78,97,3e+06,6.6,1985,0,889,1163,7
1000,927,706,23,84,3e+06,5.9,2009,3,545,4815,49
556,422,125,174,146,3e+06,7.9,1960,1,808,1444,42
877,862,760,176,186,3e+06,8.3,1961,0,0,3847,73
862,376,281,393,126,3e+06,7.8,1948,0,0,2269,91
939,407,233,18,99,3e+06,3,2006,0,837,2321,37
140,63,48,0,109,3e+06,7.9,2013,1,62000,328,405
641,168,152,4,95,3e+06,3.2,1987,1,491,1389,29
674,174,135,152,97,3e+06,6.5,1988,1,812,1395,81
953,625,453,15,90,3e+06,7,2002,1,595,2510,75
883,183,163,70,96,1900000,6.9,1999,0,1000,1616,82
472,324,51,0,82,3e+06,4.4,2000,1,131,858,48
729,257,200,300,109,3e+06,6,1996,0,0,1292,33
240,177,124,21,89,3e+06,7.8,1971,1,0,1011,104
687,233,222,16,98,3e+06,5.3,1993,0,217,1806,22
578,341,267,45,95,3e+06,5.3,1997,0,417,1363,30
820,350,180,0,94,3e+06,8,1978,0,0,1618,112
11000,813,194,11,104,4500000,7.1,2001,2,430,12250,79
3000,2000,844,18,87,3500000,5.4,1999,3,0,9555,49
10000,721,353,232,108,3300000,6.9,1996,4,0,11459,42
113,64,29,151,94,3e+06,7.3,2005,1,0,278,152
22000,11000,812,377,134,3e+06,7.8,1998,9,0,36859,148
489,26,24,269,89,3e+06,6.6,2003,1,26,539,23
40000,3000,387,0,102,3e+06,5.4,2014,0,20000,43810,254
717,78,38,0,120,3e+06,8.4,2003,0,43000,852,305
439,399,221,13,110,3500000,6.3,2010,0,0,1567,19
694,324,104,59,86,3e+06,6.1,2011,4,37000,1249,272
574,327,165,0,101,3e+06,5,2016,2,174,1335,5
904,281,221,9,102,3e+06,6.9,1996,1,0,1663,65
702,366,331,84,87,3e+06,7.2,2006,0,76,2715,5
4000,3000,416,21,87,3e+06,5.3,2012,3,0,8353,156
536,317,197,78,93,3e+06,5.3,2012,3,0,1467,82
3000,571,81,81,111,2.5e+07,6,2014,1,0,3784,175
289,38,17,7,98,2700000,7.4,2004,0,442,362,40
1000,902,847,27,100,3e+06,5.9,2011,1,348,4374,8
487,298,236,26,88,5e+06,4.1,2009,0,0,1495,63
599,325,56,700,97,3e+06,6.7,1999,1,117,1030,20
2000,683,605,87,122,3e+06,5.8,2011,4,0,4920,174
798,634,617,8,83,3e+06,5.3,2015,1,0,4756,58
231,27,19,0,80,3e+06,3.3,2005,1,48,313,14
40000,25000,11000,13000,108,2e+08,6.5,2010,0,24000,79957,451
433,396,357,15,96,3e+06,5.9,2009,2,448,1929,21
652,124,47,74,85,3e+06,5.5,2013,3,433,844,9
319,302,73,19,80,3e+06,2.6,2013,0,2000,845,29
2000,606,454,2000,90,3e+06,5.8,2011,3,6000,3666,23
756,754,480,128,92,3e+06,7.4,1967,0,3000,2715,87
1000,810,382,3,100,3e+06,5.1,2009,0,32,2890,2
2000,715,471,8,88,8e+05,5.2,2013,0,406,4469,17
1000,747,375,39,95,3e+06,4.8,2014,2,395,3024,7
904,779,648,9,82,3e+06,3.9,2015,4,398,4092,6
201,39,37,96,97,3e+06,6.2,1988,1,37,277,9
2000,520,502,0,105,9.5e+07,7,2015,1,56000,4671,343
854,602,356,0,94,3e+06,6.2,2009,3,229,1989,11
119,14,11,179,113,2900000,8,1998,0,0,167,71
931,416,248,964,136,2900000,7.3,1961,2,612,2167,21
640,277,214,81,80,3e+06,4.9,2015,1,968,1517,28
267,225,183,39,105,1500000,6.5,2005,8,88,1231,35
216,158,21,35,90,3e+06,4.3,2014,0,421,423,30
875,412,394,4,93,3e+06,6.4,2010,0,0,2305,73
264,139,108,503,107,2800000,7.6,1976,2,7000,673,154
447,236,142,192,89,2200000,6.8,2003,1,0,923,251
679,234,29,6,89,3e+06,4,2015,0,369,964,14
275,247,165,153,116,8e+06,7.4,2005,1,0,727,159
105,103,102,0,120,2883848,8.3,1959,2,10000,527,181
935,448,181,152,88,2800000,5.3,1988,0,0,1855,110
695,421,357,149,102,2800000,8.1,1939,3,14000,2509,213
1000,595,481,0,106,2800000,8,1974,0,14000,2703,129
569,529,192,0,95,2e+06,5.7,2007,0,0,1797,280
464,426,327,124,144,1.2e+08,8.2,2006,0,349,1761,15
402,222,42,9,113,2700000,7.1,1997,1,381,787,61
481,81,48,19,118,2700000,7.4,1979,0,0,681,33
258,85,32,2,141,3e+06,6.6,2015,2,50,434,1
756,370,359,673,109,2686585,6.9,1963,1,573,1949,27
20,3,2,53,95,2650000,7,1996,0,121,25,19
760,675,315,149,122,2627000,7,1943,0,116,2555,9
1000,1000,628,0,93,2600000,7.8,1974,0,12000,4701,121
158,84,74,17,97,1800000,5.9,1984,0,0,467,166
443,249,239,133,140,2600000,7.8,1987,1,963,1269,29
833,549,327,3,86,2800000,6,2006,2,323,2753,20
40000,9000,1000,7,109,3.4e+07,5.3,1999,0,1000,52621,107
123,76,36,76,66,2600000,7.2,2007,0,0,239,173
11,4,4,0,99,1.5e+07,7.4,2009,1,30,19,5
331,272,209,6,100,2600000,5.3,2007,1,254,1082,66
804,786,390,134,103,2540800,8.3,1952,0,0,2510,169
65,2,0,65,97,2500000,7.6,2010,2,10000,67,13
713,584,555,89,86,2500000,5.1,2013,6,0,3421,129
871,118,67,67,87,2500000,5.1,2012,0,0,1111,30
908,764,593,0,119,1.5e+07,4.9,2009,0,3000,3226,220
15000,9000,982,15000,149,2.6e+07,6.9,1996,6,0,28713,75
381,128,67,24,98,2500000,4.6,1982,0,0,684,162
595,521,450,11,98,2500000,6.3,1971,0,819,2373,74
617,189,124,58,112,2500000,7.9,1963,0,1000,1141,65
1000,309,36,15,75,2500000,6.7,2013,0,0,1385,26
18000,595,535,835,104,2500000,7.1,1991,2,0,19923,63
625,379,294,0,102,2500000,7.6,2004,3,0,1655,205
15,12,4,0,105,2500000,8.1,1995,1,22000,36,121
50,16,6,0,99,3200000,6.6,2003,0,39,79,9
745,631,442,7,107,2500000,7,1999,1,500,2125,74
902,291,215,14,89,2500000,7.1,2012,3,13000,1980,252
900,648,471,148,106,2e+06,7.6,2003,1,0,2972,72
8000,1000,478,53,95,2500000,7.1,2013,1,10000,10040,220
882,577,362,19,34,34000,7.1,1990,0,16,1967,1
334,4,0,119,101,2500000,7.7,2008,1,24000,338,197
860,130,125,9,112,2500000,7.6,2008,0,588,1252,14
655,157,107,10,100,2500000,6.6,2006,7,144,1064,3
989,939,936,43,92,2e+07,6.7,2004,0,0,4730,191
640,261,249,0,100,2500000,5.7,2006,1,140,1491,18
191,12,5,0,80,2500000,7.1,2010,0,0,210,28
611,397,315,8,106,1.4e+07,6.2,2008,2,0,1739,22
127,10,10,24,103,8400000,6.1,2000,0,560,163,62
426,399,35,8,90,2500000,5.9,2008,0,0,862,47
2000,973,370,571,96,2500000,6.8,2010,0,19000,4590,238
794,607,555,20,89,2500000,5.8,2010,2,190,2579,2
968,625,577,2,87,2500000,5,2015,0,0,3157,95
1000,677,442,0,94,3500000,6.3,2016,1,89,2406,10
1000,748,702,0,120,2400000,6.8,1996,10,352,5963,28
973,872,201,9,101,2400000,5.1,2006,0,250,2306,25
490,159,109,0,110,2500000,5,2015,0,0,881,10
1000,788,698,222,101,1500000,7.7,2006,0,11000,3282,172
844,722,663,15,101,2500000,3.1,2012,0,0,3132,20
675,659,226,24,101,2361000,6.5,1944,2,144,1627,8
847,618,76,29,105,2450000,3.9,2011,0,566,1668,8
960,715,244,24,108,2295429,7,1951,3,438,2329,14
11000,516,385,115,90,2300000,7.3,1987,0,0,12359,17
813,165,109,607,104,1800000,7.8,1971,0,0,1196,138
72,31,20,49,91,4e+06,5.7,1982,0,0,174,235
42,27,17,13,92,2200000,4.7,1985,0,1000,170,160
861,425,275,84,117,2200000,5.9,2007,0,285,2161,18
2000,848,835,16,120,2300000,5.9,2015,5,13000,6752,11
676,399,306,0,90,2200000,4.3,2008,2,77,1651,11
509,284,275,10,119,2160000,7.5,1945,0,68,1490,7
114,79,18,11,90,1200000,5.8,2005,3,172,244,10
3000,938,782,5,97,2400000,5.3,2014,5,107,6085,5
371,52,42,10,90,2500000,6,2007,2,870,558,95
749,208,188,355,172,2100000,8.1,1946,5,0,1941,97
117,21,14,16,89,15500000,7.6,2001,0,0,155,67
128,22,17,7,125,2100000,7.2,2015,0,305,214,4
120,9,7,57,78,1500000,7.5,2007,0,15000,145,252
749,354,338,0,100,2100000,6.7,2015,0,14,1814,1
412,308,106,7,81,2100000,5.5,2015,1,380,1020,19
559,201,177,92,115,2e+06,7.5,1963,0,0,1456,167
40,30,14,6,96,2300000,5.1,1989,2,321,99,49
11000,66,45,11000,89,2e+06,7.3,1973,0,0,11192,66
314,189,159,421,100,2e+06,6.9,2014,0,45000,1062,533
11000,300,258,11000,88,2e+06,6.8,1972,5,0,12034,50
3000,226,161,89,129,2e+06,8.4,1962,0,15000,3833,127
745,531,41,750,87,2e+06,7.6,1981,0,0,1396,177
483,147,75,32,102,2e+06,7.6,1994,1,0,768,77
618,367,177,0,152,2e+06,7.7,1962,0,0,1404,103
173,148,103,108,118,2e+06,7.6,1999,0,0,563,123
120,44,32,9,86,2e+06,5.3,2011,0,0,218,218
380,284,155,207,137,2e+06,8.5,2006,3,39000,927,215
690,589,341,589,129,2e+06,7,2011,7,10000,2300,34
654,491,366,31,134,2e+06,8,1961,1,0,2290,100
1000,760,380,6,119,1614000,7.1,1940,8,236,2555,12
23,6,0,162,80,9500000,7.8,2003,0,0,29,167
912,752,580,149,89,2e+06,7.2,1998,3,0,3163,56
50,8,3,0,80,2700000,8,2004,0,13000,65,211
85,79,35,0,115,2e+06,8.1,2000,0,11000,318,157
1000,482,374,308,100,1500000,6.8,2003,2,0,2186,126
936,297,167,603,118,2e+06,7.4,1947,3,0,1846,61
34000,248,179,81,100,2e+06,7.2,2010,2,20000,34446,365
480,392,300,85,106,2e+06,7,1938,2,60,1833,10
538,363,244,244,91,2e+06,7.4,2005,0,0,1349,151
804,625,328,31,96,2e+06,6.1,2015,0,0,3013,158
24000,23000,2000,453,116,2e+06,7,2005,2,0,50313,118
1000,426,349,5,97,2e+06,5.3,2015,1,0,2739,39
8000,724,685,0,101,2e+06,4.7,2002,0,134,11327,108
265,194,186,85,98,2e+06,5.7,1986,1,0,901,65
597,591,401,0,150,1.8e+07,7.8,1996,0,0,1645,85
71,51,37,263,101,2e+06,6.5,2006,3,0,226,160
56,0,0,56,90,1500000,8,2008,0,0,56,231
178,69,40,0,120,2e+06,3.3,2003,1,32,359,7
393,21,17,117,102,2e+06,8.3,2007,0,0,446,79
10000,1000,80,22,102,2e+06,6.9,2015,3,0,11184,168
168,142,65,90,100,2e+06,8.1,2007,0,0,408,107
373,334,218,13,89,2e+06,6.8,2005,0,592,1136,123
189,131,126,10,86,3400000,4.6,2010,0,974,768,46
1000,572,164,0,98,1.7e+07,6.5,1985,1,739,1917,30
49000,1000,902,0,96,6e+06,7,2004,2,857,51441,46
33,3,0,4,91,2e+06,6.7,1998,1,0,36,51
22000,12000,966,0,85,3800000,5.8,2009,1,407,36885,45
25000,463,256,776,129,13500000,4.5,2015,0,0,26176,74
529,423,399,8,95,1500000,6.2,2009,3,195,2749,66
